#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1            -0.73514             -0.73514                    0
                   2            -0.73648             -0.73581          0.000473762
                   3            -0.73372            -0.735113          0.000650629
                   4           -0.734676            -0.735004          0.000497073
                   5              -0.735            -0.735003          0.000397659
                   6           -0.737228            -0.735374            0.0004737
                   7           -0.737768            -0.735716          0.000514892
                   8             -0.7364            -0.735802          0.000457575
                   9           -0.736192            -0.735845          0.000408785
                  10           -0.734276            -0.735688          0.000396873
                  11            -0.73892            -0.735982          0.000456785
                  12            -0.73414            -0.735828          0.000443758
                  13           -0.734732            -0.735744          0.000417559
                  14           -0.736188            -0.735776          0.000388936
                  15           -0.733872            -0.735649          0.000383154
                  16           -0.736588            -0.735708          0.000363676
                  17           -0.739816            -0.735949          0.000414885
                  18           -0.736216            -0.735964          0.000392101
                  19           -0.735564            -0.735943          0.000372029
                  20           -0.737696            -0.736031          0.000363606
