#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
                   1             6.03382             6.03382                   0
                   2             5.95886             5.99634           0.0265039
                   3             6.05959             6.01742           0.0246677
                   4             6.01162             6.01597           0.0185433
                   5             6.14886             6.04255           0.0280214
                   6             6.03375             6.04108           0.0233896
                   7             6.01647             6.03757           0.0203108
                   8             6.14594             6.05111            0.021827
                   9             6.02282             6.04797           0.0196269
                  10             6.08514             6.05169           0.0180127
                  11             6.01258             6.04813           0.0167225
                  12              6.1671             6.05805           0.0180299
                  13             6.08597             6.06019           0.0167705
                  14             6.07382             6.06117           0.0156008
                  15             5.97674             6.05554           0.0155429
                  16             6.11016             6.05895           0.0149417
                  17             6.09912             6.06132           0.0142484
                  18             6.01312             6.05864           0.0137061
                  19             5.99882             6.05549           0.0133414
                  20             5.99215             6.05232           0.0130448
