#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.356916            -0.356916                    0
                   2           -0.357632            -0.357274          0.000253144
                   3              -0.357            -0.357183          0.000184505
                   4             -0.3558            -0.356837          0.000329792
                   5           -0.355652              -0.3566          0.000338443
                   6            -0.35564             -0.35644          0.000317612
                   7           -0.357384            -0.356575          0.000299503
                   8           -0.358084            -0.356763          0.000315937
                   9           -0.354632            -0.356527          0.000358783
                  10           -0.355568            -0.356431          0.000335468
                  11           -0.354328             -0.35624          0.000355286
                  12           -0.356316            -0.356246          0.000325736
                  13           -0.355136            -0.356161           0.00031167
                  14           -0.356352            -0.356174          0.000289707
                  15           -0.354844            -0.356086          0.000283643
                  16           -0.357632            -0.356182          0.000281901
                  17           -0.355096            -0.356118          0.000272464
                  18           -0.355488            -0.356083          0.000259568
                  19           -0.355816            -0.356069          0.000246288
                  20           -0.355844            -0.356058          0.000234231
