#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.920652            -0.920652                    0
                   2            -0.92504            -0.922846           0.00155139
                   3           -0.923636            -0.923109           0.00105637
                   4           -0.928724            -0.924513           0.00145101
                   5           -0.928628            -0.925336           0.00137453
                   6           -0.922688            -0.924895           0.00121423
                   7           -0.922424            -0.924542           0.00109086
                   8           -0.923744            -0.924442          0.000959048
                   9           -0.915456            -0.923444           0.00126998
                  10           -0.922608             -0.92336           0.00114573
                  11           -0.931228            -0.924075           0.00124498
                  12           -0.924196            -0.924085           0.00114127
                  13              -0.922            -0.923925            0.0010647
                  14           -0.927288            -0.924165           0.00101539
                  15           -0.925368            -0.924245          0.000950854
                  16           -0.924396            -0.924255          0.000891473
                  17           -0.923576            -0.924215          0.000839927
                  18           -0.922748            -0.924133          0.000797207
                  19            -0.92602            -0.924233          0.000761408
                  20           -0.931972             -0.92462          0.000815766
