#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.474868            -0.474868                    0
                   2             -0.4749            -0.474884          1.13137e-05
                   3           -0.474184            -0.474651          0.000190665
                   4            -0.47524            -0.474798          0.000191648
                   5           -0.473452            -0.474529           0.00028545
                   6            -0.47398            -0.474437          0.000252103
                   7           -0.476308            -0.474705          0.000328494
                   8           -0.476848            -0.474973          0.000381352
                   9            -0.47278            -0.474729          0.000409463
                  10           -0.474028            -0.474659          0.000374467
                  11            -0.47546            -0.474732          0.000347436
                  12           -0.474556            -0.474717          0.000318791
                  13           -0.474848            -0.474727          0.000294428
                  14           -0.475292            -0.474767          0.000276149
                  15           -0.473936            -0.474712          0.000263243
                  16            -0.47502            -0.474731          0.000247493
                  17           -0.474964            -0.474745          0.000233313
                  18           -0.474644            -0.474739          0.000220419
                  19            -0.47486            -0.474746          0.000208909
                  20           -0.475248            -0.474771          0.000199968
