#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
                   1             115.618             115.618                   0
                   2             120.814             118.216             1.83721
                   3             116.041             117.491             1.36042
                   4             116.338             117.203              1.0504
                   5             115.611             116.885            0.887257
                   6             113.593             116.336            0.892972
                   7             114.387             116.058            0.807643
                   8             111.069             115.434            0.916327
                   9             111.654             115.014            0.905659
                  10             115.571              115.07            0.816802
                  11             109.948             114.604             0.86515
                  12             114.628             114.606            0.793056
                  13             115.075             114.642            0.732871
                  14             108.824             114.227            0.789601
                  15             116.125             114.353            0.747031
                  16             113.725             114.314            0.701372
                  17             114.665             114.334            0.660418
                  18             118.017             114.539            0.654657
                  19             111.415             114.375             0.64052
                  20               118.1             114.561            0.634999
