#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.335416            -0.335416                    0
                   2             -0.3357            -0.335558          0.000100409
                   3           -0.335544            -0.335553          6.70478e-05
                   4           -0.334728            -0.335347          0.000185631
                   5           -0.333108            -0.334899          0.000427169
                   6           -0.334668            -0.334861          0.000357708
                   7           -0.335072            -0.334891          0.000307878
                   8           -0.336516            -0.335094          0.000329669
                   9           -0.333132            -0.334876          0.000357932
                  10            -0.33444            -0.334832          0.000324783
                  11           -0.332808            -0.334648          0.000343464
                  12             -0.3351            -0.334686          0.000316897
                  13           -0.333832             -0.33462          0.000299252
                  14           -0.335176             -0.33466          0.000280497
                  15            -0.33362            -0.334591           0.00027023
                  16           -0.335908            -0.334673          0.000265587
                  17           -0.333728            -0.334617          0.000255716
                  18           -0.335336            -0.334657          0.000244606
                  19           -0.333644            -0.334604          0.000237475
                  20            -0.33464            -0.334606          0.000225608
