#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.450284            -0.450284                    0
                   2           -0.449464            -0.449874          0.000289914
                   3           -0.450592            -0.450113           0.00027485
                   4           -0.449704            -0.450011          0.000224381
                   5             -0.4494            -0.449889          0.000210162
                   6           -0.448788            -0.449705          0.000242327
                   7           -0.452248            -0.450069          0.000395267
                   8           -0.452404            -0.450361          0.000440667
                   9           -0.448524            -0.450156          0.000436399
                  10           -0.450024            -0.450143           0.00039296
                  11           -0.451156            -0.450235          0.000367865
                  12           -0.449312            -0.450158          0.000345162
                  13           -0.449288            -0.450091          0.000325039
                  14           -0.451048             -0.45016          0.000308921
                  15            -0.44914            -0.450092          0.000295711
                  16            -0.45132            -0.450169          0.000287021
                  17           -0.449596            -0.450135          0.000272106
                  18           -0.449872             -0.45012           0.00025738
                  19           -0.450088            -0.450119          0.000243839
                  20           -0.450584            -0.450142          0.000232755
