#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
                   1             62.7712             62.7712                   0
                   2             63.3876             63.0794            0.217943
                   3             63.1288             63.0959            0.145916
                   4             64.0198             63.3269            0.228009
                   5             63.7077              63.403            0.194716
                   6              64.882             63.6495            0.277425
                   7             64.7917             63.8127            0.281716
                   8             62.0967             63.5982            0.317841
                   9             63.7446             63.6145            0.282941
                  10             63.8477             63.6378            0.255606
                  11             64.3461             63.7022            0.240343
                  12             64.6267             63.7792            0.232336
                  13             64.7973             63.8575            0.227279
                  14             62.9093             63.7898            0.220907
                  15             63.8924             63.7966            0.206286
                  16             63.1936             63.7589            0.196806
                  17             62.6565             63.6941            0.195622
                  18             64.8367             63.7576             0.19478
                  19             63.1076             63.7234            0.187509
                  20             64.1523             63.7448            0.179356
