#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.388824            -0.388824                    0
                   2           -0.390548            -0.389686          0.000609526
                   3           -0.390568             -0.38998          0.000471959
                   4           -0.391016            -0.390239          0.000419052
                   5           -0.388348            -0.389861          0.000476251
                   6           -0.388972            -0.389713          0.000419281
                   7            -0.38806            -0.389477          0.000420636
                   8            -0.38742            -0.389219          0.000439648
                   9            -0.38836            -0.389124          0.000401037
                  10           -0.388408            -0.389052          0.000367269
                  11           -0.388664            -0.389017          0.000335574
                  12           -0.388424            -0.388968          0.000311228
                  13            -0.39074            -0.389104          0.000315739
                  14           -0.389816            -0.389155          0.000297254
                  15            -0.38784            -0.389067          0.000290074
                  16           -0.389892            -0.389119          0.000276487
                  17           -0.389872            -0.389163          0.000263749
                  18            -0.38882            -0.389144          0.000249784
                  19           -0.389652            -0.389171          0.000238064
                  20            -0.38764            -0.389094          0.000238147
