#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.349736            -0.349736                    0
                   2           -0.350148            -0.349942          0.000145664
                   3           -0.349612            -0.349832          0.000132276
                   4             -0.3483            -0.349449          0.000346206
                   5           -0.347428            -0.349045          0.000455425
                   6           -0.348716             -0.34899          0.000382803
                   7           -0.350008            -0.349135          0.000354667
                   8            -0.35066            -0.349326           0.00035789
                   9           -0.347384             -0.34911           0.00037761
                  10            -0.34788            -0.348987          0.000359331
                  11           -0.346824            -0.348791          0.000376652
                  12           -0.348964            -0.348805          0.000345542
                  13            -0.34744              -0.3487          0.000334535
                  14           -0.348572            -0.348691          0.000310764
                  15            -0.34774            -0.348627          0.000296441
                  16           -0.350016            -0.348714          0.000290339
                  17           -0.347692            -0.348654          0.000279418
                  18           -0.348152            -0.348626          0.000265283
                  19           -0.348568            -0.348623          0.000251339
                  20           -0.348372            -0.348611          0.000239085
