#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1             -0.4284              -0.4284                    0
                   2           -0.428204            -0.428302          6.92965e-05
                   3           -0.429712            -0.428772          0.000386524
                   4            -0.42884            -0.428789          0.000290267
                   5           -0.426652            -0.428362           0.00044728
                   6           -0.429052            -0.428477          0.000387252
                   7           -0.427584            -0.428349          0.000352302
                   8           -0.427848            -0.428286          0.000313784
                   9           -0.428008            -0.428256          0.000280441
                  10           -0.428008            -0.428231          0.000253487
                  11           -0.428164            -0.428225          0.000230516
                  12           -0.428388            -0.428238          0.000211707
                  13           -0.429212            -0.428313          0.000208249
                  14           -0.427684            -0.428268          0.000198165
                  15           -0.426568            -0.428155          0.000214942
                  16           -0.428808            -0.428196          0.000205347
                  17           -0.428176            -0.428195          0.000193271
                  18           -0.425796            -0.428061          0.000223806
                  19           -0.427932            -0.428055           0.00021213
                  20           -0.426196            -0.427962          0.000220942
