#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
                   1             8.51157             8.51157                   0
                   2             8.51202             8.51179         0.000157816
                   3              8.6319             8.55183           0.0326888
                   4             8.59672             8.56305           0.0263725
                   5              8.6558              8.5816           0.0268407
                   6             8.46057             8.56143           0.0289721
                   7             8.52474             8.55619            0.025303
                   8             8.63278             8.56576            0.023883
                   9             8.50641             8.55917           0.0221212
                  10             8.52212             8.55546           0.0202169
                  11              8.4918             8.54968           0.0191897
                  12             8.41998             8.53887           0.0204086
                  13             8.48145             8.53445           0.0193107
                  14              8.4416             8.52782           0.0190362
                  15             8.58057             8.53133            0.018089
                  16             8.64449             8.53841           0.0182888
                  17              8.6058             8.54237           0.0176374
                  18             8.38569             8.53367           0.0186825
                  19             8.64572             8.53956           0.0186067
                  20             8.55337             8.54025           0.0176892
