#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
                   1             6.54822             6.54822                   0
                   2             6.54032             6.54427          0.00279227
                   3              6.6771             6.58855           0.0362002
                   4             6.53349             6.57478           0.0296519
                   5             6.64501             6.58883           0.0268425
                   6              6.4813             6.57091           0.0277124
                   7             6.64141             6.58098           0.0255182
                   8             6.66948             6.59204           0.0246099
                   9             6.50208             6.58204           0.0238192
                  10             6.55667             6.57951            0.021572
                  11             6.59654             6.58106           0.0196664
                  12             6.51829             6.57583           0.0187101
                  13             6.63556             6.58042           0.0178262
                  14             6.58131             6.58048            0.016553
                  15             6.67002             6.58645           0.0164905
                  16             6.48683             6.58023           0.0165938
                  17             6.60171             6.58149           0.0156657
                  18             6.53211             6.57875           0.0150337
                  19             6.67001             6.58355           0.0149902
                  20             6.53093             6.58092           0.0144698
