#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.372588            -0.372588                    0
                   2            -0.37196            -0.372274          0.000222032
                   3           -0.373952            -0.372833          0.000480083
                   4           -0.373984            -0.373121          0.000437846
                   5           -0.370564             -0.37261          0.000576123
                   6           -0.372476            -0.372587          0.000480532
                   7           -0.369932            -0.372208          0.000541283
                   8            -0.37018            -0.371954          0.000529667
                   9           -0.371972            -0.371956          0.000470819
                  10           -0.371768            -0.371938          0.000424114
                  11           -0.370904            -0.371844           0.00039583
                  12            -0.37076            -0.371753          0.000373003
                  13           -0.373112            -0.371858          0.000358654
                  14           -0.373512            -0.371976           0.00035196
                  15           -0.370888            -0.371903          0.000335887
                  16            -0.37184            -0.371899          0.000314917
                  17           -0.372408            -0.371929           0.00029781
                  18            -0.37122             -0.37189          0.000283861
                  19             -0.3716            -0.371875          0.000269331
                  20           -0.371636            -0.371863          0.000256129
