#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1             -0.6417              -0.6417                    0
                   2           -0.644148            -0.642924          0.000865499
                   3            -0.64196            -0.642603          0.000633849
                   4           -0.639644            -0.641863          0.000797698
                   5           -0.640212            -0.641533          0.000703187
                   6           -0.642644            -0.641718           0.00060989
                   7            -0.64368            -0.641998          0.000583625
                   8           -0.643288             -0.64216          0.000532473
                   9           -0.638876            -0.641795          0.000585095
                  10           -0.640316            -0.641647          0.000544949
                  11           -0.644804            -0.641934          0.000565968
                  12           -0.643416            -0.642057          0.000532111
                  13           -0.643608            -0.642177          0.000504372
                  14           -0.644736            -0.642359          0.000500381
                  15            -0.63916            -0.642146          0.000510462
                  16           -0.643928            -0.642258          0.000490556
                  17           -0.641928            -0.642238          0.000462083
                  18           -0.643688            -0.642319          0.000443376
                  19           -0.641676            -0.642285          0.000421329
                  20            -0.64278             -0.64231          0.000400989
