#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.322116            -0.322116                    0
                   2             -0.3219            -0.322008          7.63675e-05
                   3           -0.323072            -0.322363          0.000294025
                   4           -0.322144            -0.322308          0.000225544
                   5           -0.320588            -0.321964          0.000356687
                   6           -0.321768            -0.321931          0.000298731
                   7           -0.320276            -0.321695          0.000336893
                   8           -0.321008            -0.321609          0.000305526
                   9           -0.322232            -0.321678           0.00027931
                  10            -0.32336            -0.321846          0.000297736
                  11           -0.321712            -0.321834           0.00027092
                  12           -0.322112            -0.321857           0.00024933
                  13            -0.32168            -0.321844          0.000230524
                  14           -0.321264            -0.321802          0.000217745
                  15           -0.322668             -0.32186          0.000210739
                  16           -0.324384            -0.322018          0.000249725
                  17           -0.322028            -0.322018          0.000235036
                  18           -0.321744            -0.322003          0.000222472
                  19             -0.3211            -0.321956          0.000215781
                  20           -0.321572            -0.321936          0.000205843
